,label,keyword
130,1,啊是的是单身怎么啦
84,1,不好意思肯定是我朋友给我注册的吧
131,1,对我我对我是单身行吗
147,1,是的我现在单身
137,1,啊对对但现在新的女朋友吧帮我找一个
202,1,啊是啊我是单身呢
100,1,我是我现在填了一份完了我没有注册成功
6,1,你要怎么样你说呀
167,1,我现在我现在是单身
128,1,是的呀一直单身呀
119,1,单身呢有什么事你说
179,1,哦哦哦哦是嗯嗯你好啊
205,1,我对我我是单身对的对
30,1,是四三三呢
142,1,我是单身嘛对呀怎么步骤就像呀
191,1,是的是是单身吧
37,1,你说你的关注了我
138,1,是啊单身呢怎么了
200,1,所以说我是单身呢
124,1,那我是注册的完了但是单身似的
121,1,我是单身哪你什么呀
62,1,是的是的是的不好意思哈我这个只是跟就是怎么说呃朋友怂恿的哈这个这个
104,1,是就是说那个英语是吧
192,1,我现在是单身呢
99,1,是的十八号注册的
57,1,你你你你你有什么你就直说
33,1,呃那我需要
60,1,啊对对对我还是
156,1,对呀我现在单身
185,1,我是单身啊怎么啦
5,1,是啊我是哪个账号吗
103,1,哎对对对我二四二四
4,1,哦现在正在找我还没那个还没打算从那个网上来找你好吧
77,1,还没理
170,1,哦我我是单身怎么了
146,1,对呀一直都单身啊
160,1,对呀我现在单身呢
69,1,现在还是按什么了
174,1,啊是的是的我询问女儿子
21,1,是的是的我跟你说
136,1,但啊是单身啊怎么
73,1,但现在一直都笨
8,1,啊珍爱网的说啊是的是的是的
56,1,哦那多久以前的事了
215,1,哦哦哦怎么了是啊
214,1,哦哦哦哦哦我昨天注册今天就就是啦
13,1,是那个不是我填了也可能是朋友帮忙填了吧啊你说吧有什么事情吗
190,1,哦哦哦我单身怎么了
150,1,对呀我今天做单身啊
184,1,我是在我是单身呢
49,1,啊我家里你家以为我是单身是吧
201,1,啊我是单身呀这是哪啊
115,1,啊那可能是
183,1,我现在是单身了什么情况
199,1,是的我说是单身
153,1,是单身呢你说你是什么
176,1,长春呢女士我是单身
3,1,嗯注册有一段时间了
113,1,嗯那是家里现在是
173,1,哪里哦哦哦嗯怎么了
41,1,是是是我还以为是什么情况呢
140,1,我说是的我现在是单身
198,1,但是确实是单身
7,1,嗯什么意思啊刚刚昨天注嗯
72,1,啊对呀请问有事吗
46,1,肯定耽搁他不单是我们把资料放上去吗
178,1,我单身很多年了
53,1,对我注册的是的
93,1,是啊可是我不大懂的那些收益好像开通新又退了
132,1,我现在是单身吗我是离异的呀
163,1,对呀对呀是单身
0,1,什么是是什么世道
92,1,好的分享会认识他
211,1,人家肯定是单身了
25,1,对呀怎么回事啊
157,1,我是单身那种啊
86,1,那个我朋友帮我注册的
206,1,你说我是单身嘛是吧
180,1,我是单身我想了解
42,1,是啊家里网我是以前注册了吗
17,1,我注册挺久了吧你怎么现在才发过来说
1,1,在网对对对该网啊
55,1,万网是吧啊是啊对单子
45,1,对呀我才注册的
165,1,对呀我是单身啊
162,1,我现在是单身吗现在
98,1,是的是的你不用这么小衫
118,1,我说我是单身的怎么了
126,1,是的是的是的是单身的
144,1,嗯是啊不过四四现在是单身呢
187,1,当然是单身呢不单身注册那个吗
22,1,啊对对对对是是这个
122,1,我怎么能是单身呢你谁呀
120,1,我只是注册的完了是单身
54,1,是的我刚注册呢肯定是大图标
89,1,我我是刚在那个表里太贵了我不去
27,1,是啊我现在开始发放在这里说
65,1,啊好了好了对我给你讲不是单纯给你说话是吗
194,1,对啊我是单身的呀
28,1,那个呃我在我现在是你们全网的那个会员呢
9,1,哎呀没什么核对掉了
135,1,是啊我是单身啊怎么
196,1,是单身呢有什么事啊
195,1,哎我是单身啊怎么了
71,1,是的要国际上送了
213,1,哦哦哦哦你说吧
10,1,哎好了好了
408,2,过了吗我是说过了我跟那个那个那叫什么老师呀已经说了我说
159,2,你说错了打错了
234,2,我不是了不是了我卸载了一
619,2,现在不是这样子试了
770,2,嗯不好意思我好像没有那个呀
71,2,哎不是那个质量应该是假的吧估计套套名字对吧
325,2,啊不是不是我放
282,2,没有了没有了哈啊我现在可以把它取消了可能是取消了对吗
769,2,哦哦哦哦成家了
66,2,啊不好意思我已经已经放到您的
351,2,啊啊不是的不是了谢谢
572,2,现在不是的好好谢谢
597,2,哦不是不是我我就是随便看的啊好好好
547,2,我现在是一个孩子的母亲而且也有家庭谢谢
786,2,不好意思啊那个是那个大弄错了等了
731,2,哦哦哦现在不是了不好意思啊
708,2,其中那我不需要啊现在不是单身
428,2,哦现在没有了咋办了谢谢啊
791,2,没兴趣好好现在没有了不好意思啊
305,2,喂没有我结婚好了
568,2,我现在不是单身佳人嘛
346,2,那那不是我注册我没在这样网上注册东西
772,2,哦哦哦可能是本人我这是新号码了别人弄的嘛
593,2,我现在有女朋友了好好拜拜
702,2,不是单身你是真内网的撒
498,2,啊不是的谢谢你哈
324,2,尽管投诉过来转不到他哎这个话吧他单子打到你们
281,2,我是点着玩的不好意思
616,2,打错了好好就这样
420,2,没有上次给我表嫂弄的啊
594,2,啊啊不是不是好好谢谢啊
91,2,我我我不是不是那些
245,2,我现在不是了我都不在北京那边了
728,2,啊我我我我不单身了啊嗯
440,2,卖不是那转错了
761,2,不好意思那个不是我搞的是我同学搞的
219,2,哦哦现在就结婚了嗯
638,2,我现在不是单身呢我都生了小孩十岁了
460,2,哦不是不是感谢
267,2,不是他对一下看嘛
539,2,那可能是上一个手机上一个用户的手机号用过的吧有没有注册过是不是叫杨什么什么哎叫什么来着
429,2,不是了不需要了
117,2,那我没有注册过啊
280,2,嗯不是了对不起啊
359,2,好了我结婚了好吧再见
607,2,哦不单身不能行好谢谢
254,2,哦我不好意思我已经注册了
154,2,好你打错了打错
388,2,好里外的吗我是有淘宝下个给我瞎搞的
141,2,搞错了吧没有可能可能小孩转完了
474,2,我给他退出去了我就想试试我想了解一下这个平台
356,2,因为关键你们那个太贵了一个月这么多钱一个月我充ip听不清一直这么贵我充不起
295,2,你能发错了啊
296,2,呃不是不是现在不是
83,2,我有两个小孩了
522,2,没有啊那个不好意思哈那个可能是
297,2,不是不是吧谢谢啊
431,2,我没我没有注册呀
209,2,我我没注册吧不是我注册的吧
259,2,我不是三十呀我我一直有爱人了呀我没登过这个呀
457,2,这个我没弄哎你们大人胡乱弄的吧
508,2,那可能搞错了不是我那可能是别人住了吧
632,2,好好好好不是搞错了
466,2,呃我不现在不是的谢谢
80,2,啊不是的不是了我都跟你们那个
61,2,啊不不不不担了不能
16,2,不是了不是了帮我注销一下招谢谢啊
527,2,我是单身呀你怎么又给我打电话了呢
283,2,不是了我不需要啊谢谢
734,2,不是单身了好不好啊我都没有上了好不好
670,2,哦哦哦我搞错了不好意思
262,2,啊那不是谢谢啊
622,2,不是单身的好像收到好几个呢还单身
434,2,不是是我我是看一下呢看一下
698,2,现在不单身呢嗯
747,2,哦哦哦哦哦哦不是不是的
308,2,啊不用了不用了谢谢我已经不是单身了
192,2,不是现在它那个
706,2,好好不好意思我结婚了
781,2,哦不是不是这样子谢谢
585,2,错了搞错了我五六十岁的老太婆了单身不单身
68,2,啊那不是我弄的是娃娃衫弄一下的
345,2,啊我忘了不是我弄的
590,2,哦现在我我我已经有个去向了好好
5,2,裙子星期日了不是
288,2,那我是看那个有那个提示我就好奇然后点了一下不好意思哈
494,2,不是单这是怎么你们从这个单身从那里来刷出来
768,2,哦那个我没再弄吧不好意思
173,2,没有我现在有3个老婆我想再找两个扣5个
233,2,哦不是不是我没有注册呀
581,2,我打错了吧怎么天天有人给我打一个电话呢
410,2,安全不是啊我什么登记的绳
270,2,你打你打错电话了
517,2,好好不好意思再开开玩笑而已了
11,2,哎呀开玩笑的狗就好耍了
20,2,不是啊是我好吃啊哦
49,2,哦不是不是不是了
272,2,处的呀
231,2,哦现在不需要现在不是
215,2,呃现在已经有啊
385,2,不是的不是了但是那个等待版是吗
104,2,啊我都结婚了谢谢
724,2,嗯现在有了有了有了不单身呢
171,2,我那个想要注销掉
553,2,好好再打错了啊行行
371,2,帮我转出错了再见啊
782,2,我不担心啊好好好再见
392,2,不用了谢谢我已经有了
688,2,我单身跟你有什么关系吗
587,2,现在没有没单身呢
692,2,啊现在不单身吗
161,2,呃不是不好意思不需要谢谢啊
157,2,我早结婚了解了解想早结婚
589,2,哦现在忙着现在忙哈现在没时间啊对那个是是一个朋友帮我搞的搞错了不好意思啊
414,2,哦现在不是了不选了
370,2,嗯不是不是谢谢哈
307,2,这可能不是我注册的吧我我看的时候立刻立刻删掉了
19,2,哦不不是谢谢啊
86,2,哦没有了不需要谢谢啊
541,2,啊我不是现在好好
349,2,那那那那不是我军字
511,2,你打错打错没打错啊
152,2,我已结婚了谢谢
447,2,确认不需要现在不行那个那个好注销问吗不是不去了
718,2,我不是单身啊你别过来吧啊好
395,2,啊不是不是啊那个我现在有事他要再说啊好拜拜
48,2,行我寻思那个软件的
744,2,好好那不是我弄的是别人清醒的
220,2,不好意思那我不注册了我把它删了
485,2,没有我没放这些东西
180,2,啊不用谢谢我不是男生
375,2,那个我我按错了
633,2,我发个老婆了还单身
470,2,哦你打错了不好意思啊
531,2,凡是的不是单身
271,2,不是的我好几个录像
545,2,现在不是不是好好再见
598,2,啊你改是不是不是啊好好
592,2,哦哦哦不好意思现在不是了
277,2,啊我正想注销了但是我今天联系过你的同事我正想注销然后她说她说要在电脑上注销我说我家没电脑然后他说可以在手机上然后他要我打那个什么电话我还没打嘞还想问怎么注销哎
596,2,呃不单身的不单身
739,2,哦不好意思那个我填错了
560,2,哦不单身不单身
780,2,哦那个填错了不好意思啊
286,2,嗯我现在在交到呢
70,2,现在不去了现在打到那个了把它注销了
615,2,什么意思什么单身不单身呢你打错了吧
516,2,啊不好意思那个我别人注册错了不好意思啊
523,2,不单身的不单身呢谢谢啊
275,2,我我老婆自己跟那怎么办
415,2,需要不需要你打错电话了
222,2,哦我现在有朋友的
421,2,是我注册的不是我注册的好吧我不需要谢谢啊
162,2,不不我的这不是我
399,2,啊谢谢你已经谈好了好了谢谢你啊
549,2,我不是了不过现在有一个朋友在这里说在这里卡
486,2,当时我意思不好意思按错了
666,2,哦哦哦现在暂时不测了
778,2,啊我没弄过不好意思可能我那个小姐妹弄的不好意思
294,2,那个随便弄的不用管了
574,2,我现在都怀孕了我还单身长
601,2,呃我不需要了好吧不是了啊好吧嗯有朋友了啊好好好
320,2,啊现在不是了取消了吧
188,2,咱俩不是好了吗
580,2,哎我好像不是单身你怎么会有这个我的号码呢
100,2,呃是现在不是了啊
750,2,那那个不是我填的不好意思啊
266,2,魏先生我想到把它取消了
56,2,不是的美女谢谢
433,2,不是啊我都好久的事了
265,2,啊不是了解决了
258,2,不是啦不好意思啊是不是他们弄着玩的我的不这个是我怕你帮我撤销也行吧
300,2,啊不是的不是不是单纯的那个你帮我帮我撤掉去我怎么撤掉啊
753,2,呃不不是啊谢谢哈好好好
612,2,现在不单身吗现在有你这个了
503,2,啊不好意思没注册过这个啊
326,2,诶错了吧你
103,2,哦不是谢谢结婚了
44,2,呃不是了不是了不是了
730,2,这和你没关系呀我那个一单身呢
323,2,我都结婚了好吗结婚了不要打电话过来好吗谢谢啊
147,2,不好意思你打错电话了哈
697,2,没有不是不是好好吧有有女朋友
116,2,不需要了我不需要了我今年五月份结婚谢谢
232,2,不是的不是的谢谢你哈
655,2,哦哦我不是单身似的
629,2,我是我不是单纯我是单身但是我老公
671,2,嗯我不单身了啊
634,2,我说是的那什么情况我你这我没弄过呀怎么会这样子
696,2,哦哦哦不是不是哈
583,2,现在现在我刚找了找一个女朋友
211,2,那那小朋友不小心按到了吧不知道你注意
238,2,呃不好意思啊打错了
784,2,哦我那个是我不弄弄不好意思弄错了那个
228,2,那那个那个那个不是真的吧
661,2,哦不好意思不单身
98,2,那个是吗我不是取消了吗
273,2,不是了谢谢我不需要
505,2,哎呀你打错了吧
465,2,不是我支付的应该是坏的老师
84,2,那个是那个是人家搞鬼的不是我自己弄的
306,2,行不需要了我不需要了我这边有了
751,2,哦哦哦哦错了错了错了我没有过嗯
595,2,哦不是哈好好拜拜
374,2,我啊我我没搞过肯定要不我小孩搞得吧好吧
785,2,那个那个我弄错了不好意思呢我不需要哈
621,2,现在是单身呀但是我在谈着呀
337,2,错了你打错了啊
287,2,没有我想结婚了
240,2,我这我注册错了好吧
504,2,这就是我同事拿我手机玩里注册的不是我注册的
342,2,是不是不是不是不是
738,2,现在没有单身呐
566,2,我我都要做奶奶了还单身呢
502,2,没掉了退掉了退掉了
455,2,我怎么下线不干事的我早就解放了咋就这样
492,2,我随随便便不是我的
759,2,不是不是好好好
714,2,我不是单身我们是夫妻
558,2,不是我是一个老太太你打错了吧
684,2,啊不是吧不是吧好好好
521,2,我呀我现在找着一个
15,2,哦没有现在已经找好了
217,2,呃不是不是嗯好的
442,2,对已经不是了啊谢谢啊
82,2,不用我都结婚了
311,2,呃不好意思你可能打错电话了
1,2,哦现在现在现在找到了
774,2,是那个不是我弄的不好意思啊
317,2,啊不用不用不用不用不是
491,2,五幺谢谢啊不是
196,2,不好意思我现在已经有朋友了
73,2,不用了不用了现在已经找到了哈谢谢啊
76,2,哦我是做网那边注册了
166,2,暂时先不需要了已经那个了已经拖了但是
529,2,啊见了我等一下再给你啊我打给我老婆那个办的事情好吧好好好
221,2,呃不是了不需要了谢谢
419,2,我不是不是不是我我这上着班呢
212,2,快结婚了现在不用了不好意思哈
445,2,我我我我不展示
7,2,不是那我怎么还是单身搞错了
213,2,就没有了已经是有有
381,2,不是的不是那个搞得好完了以后别打了啊
479,2,哦不不需要了我有了
112,2,哦我想我好像没注册没注册嗯
524,2,没有咨询结束单身的谢谢
478,2,没有啊小孩子一岁哪里可以搞不
89,2,没有我交了个女朋友
631,2,我说还都两个了你说单身不单身
276,2,啊我你打错了吧
468,2,不是的不是的不是已婚了啊
520,2,啊不用我现在不是了好谢谢啊好好
201,2,不是我有媳妇了
136,2,我上次就跟你们说过了我没有注册
667,2,不是单身但是不需
257,2,小姐不好意思我已经已经已经那个了已经不需要了不好意思啊
606,2,好好好好好哦不是单身
193,2,不是啊好的好的
495,2,欧那不是我注册了那个我朋友的
9,2,错了吧你打错电话了吧
722,2,啊不需要不需要谢谢我都结婚了啊好好
92,2,我没没注册你们这个呀
279,2,我这个我这个电话只用来上网的
137,2,嗯不是嗯嗯没没有需要了谢谢
777,2,没了没了不好意思不是我那个
145,2,我现在有家的人
452,2,不是的我都要结婚了哈谢谢哈
119,2,我不去我不去我不去
450,2,啊不是的谢谢我结婚了
669,2,单身呐我不是单身我最最近找过女朋友了
586,2,啊不是的好吧谢谢好好好拜拜
644,2,我单身你妹呀单身
341,2,现在不是的这个应该不是
331,2,哦哦不是我注册的是他们在搞笑
733,2,不是了不是了好好好嗯
363,2,怎么那个我我不搞那个我结婚呢
138,2,不是的不是的所以我给删了
765,2,是玩笑开玩笑我结婚快二十年了好好啊
236,2,那你这号码错了吧谢谢啊
693,2,不要已经有了好好不用
10,2,好那我不去我就有朋友的不好意思啊
624,2,哎哦哦哦哦不是不是
513,2,嗯现在正在交往中
510,2,什么年代的事了我都我都结婚好几年好
197,2,哦你打错了吧拜拜哦
637,2,哦好好没有谢谢哈
24,2,没有啊那天我那个朋友拿进去拿就点完了
216,2,这个啊这个是朋友拿手机玩没有还是
227,2,啊那个我试了现在
571,2,没有了现在已经有一个吧
132,2,不需要了这个误会呀我没有注册
401,2,呃不不是不是没没需要
158,2,哦不好意思那个打错了啊
214,2,不可的我现在有顾客不跟你说了好吗
705,2,哦哦哦不是不好意思不需要
605,2,哦不好意思我不单身
449,2,我没弄这个网哎
312,2,我现在都卸载了那个东西了
299,2,我现在现在没有了
244,2,但是我二十八层高的有老婆罢了
537,2,我不是单身过日子是单身
546,2,现在在谈了一个
99,2,不不不不能不能不能
230,2,我说不是我说我说我说不是我说不是
109,2,晕打错电话了吧
639,2,呃我我不担不不是单身了
754,2,不是的那个我填错了那个我我瞎弄的不好意思啊哎
411,2,呃暂时呃有了谢谢啊
249,2,啊不是吧报一下谢谢
673,2,呃没有单身谢谢啊嗯
31,2,我我在在万网上注册了不会吧我完了多大了我媳妇啊我都有媳妇的人了
0,2,不是不是是不用了啊谢谢啊
30,2,我有老婆了小孩的爸爸
26,2,我现在找见了
106,2,哎不是了不是了
252,2,哦这不是我注册的
357,2,啊我不不对不对你找错了
6,2,你不是打了很多电话了我详细的情况都跟他说过了我详细情况都跟他说过叫你现在不要再大了
720,2,不是不是啊好好好谢谢好好
131,2,哦嗯我现在有人在那个呀
96,2,对那不不不不不是的
393,2,这个我没有注册过吧
251,2,哦不好意思我还已经有了
514,2,我他妈刚用了没有
438,2,啊那个我取消了
741,2,哦哦哦没有没有哦谢谢啊好好
563,2,现在没有单身嘞
181,2,好现在有女朋友了
444,2,这个不是我那时是我那时按错了
336,2,不是不是不不是
114,2,不是了你要生了
377,2,不是不是我的手机您搞错了
78,2,哦不是我注册应该不好意思
53,2,啊幺幺不是大事
725,2,哦不是不是好好行
554,2,我要了解我不是单身
525,2,现在不是现在我是交往一个呀
441,2,哦不是啊谢谢啊我挂了好几天
575,2,那我可我不是单身光棍
689,2,哦不是不是啊好好好
535,2,啊不用了不是单身之前是我姐弄的
712,2,哦哦哦不是拉不出来有朋友了
8,2,不是了不是了有了谢谢啊
314,2,啊不是啊不是了已经不是了啊
263,2,没有打错了打错了
28,2,哦不是不是谢谢啊好
409,2,高转账不是单身了怎么还大的话而且那个我已经那个红联网那个那个珍爱网我已经卸载了
630,2,不单身了有老婆了
704,2,我说这我不是单身了有家庭了
569,2,找了一个女朋友呢
85,2,神经啊还是结婚多少年了
361,2,不是我的我这个结果么六十了你找我
65,2,不是了不是不用了谢谢你
618,2,不好意思我不单身没有了
544,2,这样子啊我那天谁弄一下就有人我没注意看
102,2,玩的完全用的这个好吧
562,2,没有啊没单身呢
650,2,是不是不是的谢谢啊好好
387,2,不是啦我结婚了啊
153,2,不是我注册的不是我这个号他呼叫转一直给我呢
54,2,啊不是不是不需要了谢谢
488,2,哦怎么会有这种电话打过你们来
175,2,那个注销不了我要那个要注销了
191,2,哦我现在不
687,2,啊没有没有哦哦哦不好意思啊
40,2,我现在不是了好谢谢啊好
475,2,不是不是不是行谢谢啊
538,2,那是找一个现在有老婆的
150,2,不是了那这几百年前注册的我而且还不是自己注册
205,2,我不是的那个之前就说这个你们能帮我取消吗
389,2,现在最近最近在相亲呢啊挂了
542,2,但是我不是单身发错了吧
352,2,不是我还到十四了
422,2,啊不是不是不是嘛然后大概是不是在在送别在合肥
658,2,不是单身但是我不方便去北京
185,2,没有吧没有吧你打错了
334,2,啊不是我注册的啊
88,2,不是不是谢谢了嗯
369,2,我现在没用啊我把那个软件给删了
87,2,那不是的不是的谢谢啊
477,2,现在没有找了个朋友
771,2,啊现在不是了关了关那个不好意思啊
641,2,我登不单身管你七少啊
165,2,呃不是不是谢谢不用了
378,2,现在可能不需要了已经那个了
372,2,我我我自己婚的对
454,2,那当然了不担心那还是高开玩笑这个东西
278,2,没有没有您打错了吧
745,2,啊不要结婚了好好不用了
164,2,啊不啊不是我这个现在不需要了啊不用对那个打过来
743,2,我不是单身我有家庭了
239,2,哦我我用了我用了我用了
203,2,哦不是不是啊谢谢啊
97,2,呃不是不是不是那不好意思啊
133,2,啊不是的不需要了啊谢谢
578,2,我现在不是刚错了一个
208,2,我那个以前那了我都没弄过那个什么叫爱吗身份证
168,2,呃我不是我不是了啊
788,2,啊这个是我同学把他那个点呢然后不好意思啊不是谢谢
646,2,哦哦哦暂时不是了
110,2,不好意思啊打错了吧
648,2,哦哦哦不是不是可能
38,2,这不我我不是啊
779,2,不是不是我我主要是帮我们家人弄的现在不需要了啊好好
543,2,是啊我就想咨询下但是我现在谈了一个
360,2,啊没有不好意思我可能按错了
394,2,我结婚了不是在这
645,2,啊没没没没有啊谢谢好好
576,2,呃但是现在不用了现在不是了啊好好好再见啊不好意思
118,2,注册错了啊不好意思
636,2,哦哦哦不是了不是了
256,2,啊不是啊在卖完了
427,2,我没有能记错了吧
95,2,我不是啊现在有女朋友
515,2,我都五十了还单身呢
551,2,啊那个那个是小朋友弄错了啊不好意思
557,2,嗯我二十来岁不是单身记录
703,2,哦哦哦不是不是不好意思
51,2,我小孩的比例大了
512,2,啊现在不是了好吧
45,2,啊不是的不需要了谢谢啊
473,2,是咱这是什么呀我还是没注册吧
737,2,哦现在我不单身了
435,2,哦行不是谁暂时不考虑谢谢
289,2,哦没有我好像打错了
204,2,啊不是了哦我现在在忙
143,2,不是单身没结婚
792,2,啊不是吧不好意思旺旺那个取消了
122,2,这个的话不是了啊哎好哎
167,2,哦不是的不是的谢谢
405,2,那个那个那个那个我现在有但是不是单身现在有那个有交往对象
662,2,我我那我不是单身你你你给我划掉吧哈谢谢
396,2,我不需要谢谢我我我都结婚了都有小孩了
755,2,谢谢现在找了一个
123,2,错了打错了打错了
338,2,我没没注册号是吗
611,2,那好好好好好拜拜我没结婚了好吧拜拜
55,2,你打错了吧没有没有这个
224,2,对你打错电话了
564,2,现在不是了现在正在谈了一个女朋友的
81,2,我不需要线下服务你们已经很多个红粮打过电话给我喂鸡阐述过了
721,2,啊不好意思我认了晚的我不是单身
497,2,啊我结婚了好这疙瘩好
347,2,嗯不是的不用谢谢
50,2,我这个前两天刚结婚了
620,2,现在找了一个了哈谢谢
614,2,喂你搞错啊我我八十三那什么单身呢
678,2,那结婚了啊好好
235,2,哦就是那个不注册了谢谢
642,2,哦不是的好好再见
322,2,我现在让你朋友了不好意思谢谢你哈
412,2,什么车展示完了我现在不是改成很不好意思啊
134,2,啊没有那个搞错了那个
284,2,哦谢谢啊不需要不是了
657,2,没有没没没好好谢谢
46,2,那就暂时还不是
674,2,好好我在那搞错了
177,2,哦不好意思我现在已经不是了
107,2,嗯我结婚了不好意思啊
626,2,不是单身怎么啦哪位
647,2,啊不是不是好好
573,2,那个我那个弄错了不好意思
727,2,哦我不是单身我是俞坤
659,2,哦我现在嗯不单身的谢谢啊
316,2,啊不是不是不是我不是我弄的啊
115,2,如果没有我没注册过
679,2,哦哦哦哦不是了不是了
376,2,嗯没有啊我我有注册过吗
293,2,如谁注册过没注册回来
62,2,没有那现在密码可以登一下
380,2,啊有女朋友了好的谢谢啊
591,2,我现在谈了一个他那个现在正正在谈的啊
151,2,呃不是了结婚了啊
735,2,呃现在在了解起来不是单身
783,2,不好意思啊那个这个因为挂了很久了现在不是了谢谢
309,2,嗯我准备结婚了
27,2,他不是不是不是你打错了啊
530,2,什么我单身我儿子都高中了我还单身呢
315,2,没有我欠我聊天去看一下的
756,2,哦哦哦我现在没有了谢谢啊
383,2,啊我不是的你可能打车
656,2,我儿子都很大了已经一岁多了好吧谢谢你啊
413,2,不是不是不是那我注册完了
274,2,不是不是不是那个那不是那个搞得好玩呢
709,2,哦没有了结婚了好好好的谢谢啊
186,2,说什么好像我们其实摄像头为什么是大学啊
247,2,你不用了不用了谢谢不是
550,2,我我那个什么不是单身好吧谢谢哈好再见
121,2,不是不是你把它删了吧
18,2,不是吧应该不是我
686,2,我这三个小孩了我还单身
472,2,呃不是我要结婚了
519,2,你现在是不是有病啊一个公司一天打十几个电话给我啊
506,2,对我现在不打钱
653,2,了解是不是单身不是单身
23,2,啊不好意思我结婚了啊再见
749,2,不好意思啊那个那个我是弄错了
200,2,我说你可能打错了你电话
113,2,没有吧是是谁谁谁用我的号冻了吧
677,2,搞错了好好拜拜
458,2,那打错了打错了
540,2,没有我有两个号我有一个号是会员呢你弄错了我是两个号码
556,2,不单身的不用你这个了谢谢啊
184,2,不是的我不提交现在的
640,2,嗯好好我不是单身的
90,2,嗯我不需要不是我注册的
264,2,啊我现在不是了谢谢
701,2,呃我现在已经那个不单身了啊嗯
253,2,不是不是不是有有应该有朋友
172,2,不需要了不是了
467,2,啊不是吧谢谢你哈可以不用打谢谢你
140,2,你是不打错电话
665,2,不好意思我退完了吗好有了有了好好好好
149,2,我说你打错电话了
225,2,这个这个不是我定的啊不好意思啊啊啊这样谢谢
382,2,不是但是最后给我哎我现在登了一下那个您您给他取消的吧我是帮别人单独其实是假的
654,2,不是你那边我说说我没听清什么单身不单身之前说什么
617,2,不是不需要了我现在有好好谢谢
694,2,哦哦哦不是不是谢谢
610,2,嗯信息发错了不是单身
416,2,不是就好发了做事去了
364,2,支付宝没有啊我没注册
39,2,啊不是了不需要了好吧啊谢谢啊好再见啊
373,2,没六号肯定是你家都没有啊
391,2,啊这个不是的我都快咬点还的
58,2,不不不是不是可能弄错的不是我啊不需要了谢谢
129,2,哎现在有的朋友
602,2,不用哈好好我不是了
358,2,啊不是这样的是我家几次我加一个小孩他爸他他他搞错的我都已经结婚了不好意思啊你们以后给我打电话好不好我我不我我要注销不知该给注销呢是
652,2,这样子我结婚了呀
600,2,哎员不单身了哈谢谢
12,2,不是我是好了好了
480,2,啊不用我帮别人弄了
4,2,不考虑了谢谢啊
716,2,嗯没有现在不是单身好谢
298,2,我不小心按到的不好意思哦
426,2,啊不不不是打错了不好意思啊那个我我不用了
34,2,哦我已经找好了
534,2,我现在已经有老婆了不单身了谢谢啊
330,2,你说不是没说的啥意思吗
767,2,现在在弹一个谢谢啊
127,2,诶这个我没弄啊
746,2,你搞错了哈就这样子
776,2,哦哦哦不是不好意思啊
579,2,没有一个小孩子帮我提醒你不要打给我了好吗
303,2,我不是我找谁取消了
766,2,哦那个那个我按错了不好意思
700,2,嗯我不是单身的可是离异过
528,2,不是的很不好意思我那个用那个有了啊
328,2,不是了不是了马上要结婚了谢谢啊
