imp_date,requestid,label,prob,keyword,rank,textlen,text,biaozhu,contextid,servicecode,responsetype,reqtype,status,describ,startstamp,kdkeyword,kdanswer,ms,kdprob,errorcode,kdresponsetype,createtime,updatetime,data_date,
20190221,x330919022119401309313061781550749257893,,-1,,-1,11,真的，我这我的女嗯，你气费。,5,x33091902211940130931306178,3910,0,0,A,,1550749257893,(null),(null),17,-1,0,[B@18a11c06,2/21/19 19:40,2/21/19 19:40,20190221,
20190221,Ji4KB19022119595480913069291550750420373,TA3,-1,不用,4,6,啊，不用了，谢谢。,3,Ji4KB1902211959548091306929,3910,0,0,A,,1550750420373,(null),(null),17,-1,0,[B@5a94a122,2/21/19 20:00,2/21/19 20:00,20190221,
20190221,29bEi19022114191895813127791550730008379,,-1,,-1,5,我不登记的。,5,29bEi1902211419189581312779,3910,0,0,A,,1550730008379,(null),(null),16,-1,0,[B@2eddc7f7,2/21/19 14:20,2/21/19 14:20,20190221,
20190221,358Xx19022115003566713136551550732468886,TA1,-1,啊对,7,3,啊对啊。,1,358Xx1902211500356671313655,3910,0,0,A,,1550732468886,(null),(null),16,-1,0,[B@10c8af,2/21/19 15:01,2/21/19 15:01,20190221,
20190221,8p48T19022115061259913138171550732806914,TA1,-1,干嘛,7,5,你在干嘛啦。,1,8p48T1902211506125991313817,3910,0,0,A,,1550732806914,(null),(null),16,-1,0,[B@4216548a,2/21/19 15:06,2/21/19 15:06,20190221,
20190221,BIX7319022115340186913144341550734472889,,-1,,-1,1,喂。,5,BIX731902211534018691314434,3910,0,0,F,,1550734472889,(null),(null),16,-1,0,[B@75b108d2,2/21/19 15:34,2/21/19 15:34,20190221,
20190221,o5j1419022119335845713103431550748885887,TF1,-1,\b是的\b,1,2,是的。,1,o5j141902211933584571310343,3910,0,0,F,,1550748885887,(null),(null),16,-1,0,[B@58a9fdd1,2/21/19 19:34,2/21/19 19:34,20190221,
20190221,ir05S19022114152845913127371550729755382,TA1,-1,"现在.{0,1}还是",6,48,哎，您好我这边是珍爱网的红娘老师看到您之前有在我们这儿网站上注册了一份资料，核对一下您现在还是单身吗？。,7,ir05S1902211415284591312737,3910,0,0,A,,1550729755382,网站,Tkd7,15,-1,0,[B@1784e42b,2/21/19 14:15,2/21/19 14:15,20190221,
20190221,8835W19022115312846413143801550734330394,,-1,,-1,3,天猫俏。,5,8835W1902211531284641314380,3910,0,0,F,,1550734330394,(null),(null),15,-1,0,[B@469e9e5c,2/21/19 15:32,2/21/19 15:32,20190221,
20190221,q2L7s19022118260044813131351550744815369,TF4,-1,在外面,5,10,我现在在外面等下，等下。,4,q2L7s1902211826004481313135,3910,0,0,F,,1550744815369,(null),(null),15,-1,0,[B@6ca1dee1,2/21/19 18:26,2/21/19 18:26,20190221,
20190221,GO0cY19022118302771113133961550745052863,,-1,,-1,2,什么。,5,GO0cY1902211830277111313396,3910,0,0,A,,1550745052863,(null),(null),15,-1,0,[B@776cd0f6,2/21/19 18:30,2/21/19 18:30,20190221,
20190221,1Vp9O19022119442631413087981550749505890,,-1,,-1,-1,。,5,1Vp9O1902211944263141308798,3910,0,0,A,,1550749505890,,,15,-1,0,[B@5844b99a,2/21/19 19:45,2/21/19 19:45,20190221,
20190221,0l07419022114205850113128391550730109694,,-1,,-1,14,喂什么时候，你们那边有啊，你让我。,5,0l0741902211420585011312839,3910,0,0,A,,1550730109694,(null),(null),14,-1,0,[B@6fd47ecf,2/21/19 14:21,2/21/19 14:21,20190221,
20190221,295xA19022114501177713134641550731856684,,-1,,-1,10,我没听明白你什么意思。,6,295xA1902211450117771313464,3910,0,0,A,,1550731856684,(null),(null),13,-1,0,[B@2f47a81f,2/21/19 14:50,2/21/19 14:50,20190221,
20190221,i16Hl19022115100821913139121550733041909,,-1,,-1,3,什么玩。,6,i16Hl1902211510082191313912,3910,0,0,A,,1550733041909,(null),(null),13,-1,0,[B@189326fd,2/21/19 15:10,2/21/19 15:10,20190221,
20190221,8k1L219022116311890313126071550737909874,TF1,-1,是的是的,6,7,啊，是的是的，哈哈。,1,8k1L21902211631189031312607,3910,0,0,F,,1550737909874,(null),(null),13,-1,0,[B@66c55223,2/21/19 16:31,2/21/19 16:31,20190221,
20190221,JVb1019022119185693913077531550747960865,,-1,,-1,3,嗯好的。,5,JVb101902211918569391307753,3910,0,0,A,,1550747960865,(null),(null),13,-1,0,[B@6d28872c,2/21/19 19:19,2/21/19 19:19,20190221,
20190221,E094H19022120184808313088971550751561353,TF4,-1,有点忙,5,10,喂喂，哎，我现在有点忙啊。,4,E094H1902212018480831308897,3910,0,0,F,,1550751561353,(null),(null),13,-1,0,[B@55ac488f,2/21/19 20:19,2/21/19 20:19,20190221,
20190221,090w319022114492664913134721550731792357,,-1,,-1,1,啊。,5,090w31902211449266491313472,3910,0,0,A,,1550731792357,(null),(null),12,-1,0,[B@413ef7ab,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,5R7ek19022115513111413148931550735523596,TA1,-1,啊对,7,3,啊对啊。,1,5R7ek1902211551311141314893,3910,0,0,A,,1550735523596,(null),(null),12,-1,0,[B@239e4162,2/21/19 15:52,2/21/19 15:52,20190221,
20190221,yEI2319022116152471413118681550736958892,TA2,-1,"不是.{0,999}谢谢",3,7,啊，不是了，谢谢啊。,2,yEI231902211615247141311868,3910,0,0,A,,1550736958892,(null),(null),12,-1,0,[B@36078abb,2/21/19 16:15,2/21/19 16:15,20190221,
20190221,56FcE19022116402790213130561550738459418,,-1,,-1,5,呃，什么网啊。,6,56FcE1902211640279021313056,3910,0,0,A,,1550738459418,什么网,Tkd1,12,-1,0,[B@7d42abd3,2/21/19 16:40,2/21/19 16:40,20190221,
20190221,362oB19022118303386413134681550745057367,,-1,,-1,1,啊。,5,362oB1902211830338641313468,3910,0,0,A,,1550745057367,(null),(null),12,-1,0,[B@e9b6f6b,2/21/19 18:30,2/21/19 18:30,20190221,
20190221,52A1819022118482328213148151550746135930,,-1,,-1,1,啊。,5,52A181902211848232821314815,3910,0,0,A,,1550746135930,(null),(null),12,-1,0,[B@33183ab0,2/21/19 18:48,2/21/19 18:48,20190221,
20190221,446519022114473000000000000000000000000,,-1,,-1,8,哦哦，你说那个店吗？。,5,44651902211447300000000000,3910,0,0,A,,1550731684564,(null),(null),11,-1,0,[B@6223a6df,2/21/19 14:48,2/21/19 14:48,20190221,
20190221,X2a5119022115555258313149651550735800878,,-1,,-1,6,我说什么工资。,5,X2a511902211555525831314965,3910,0,0,A,,1550735800878,(null),(null),11,-1,0,[B@59091bd,2/21/19 15:56,2/21/19 15:56,20190221,
20190221,D7ph519022118302151913133951550745067367,TA3,-1,"不用.{0,1}不用",4,17,啊，这个啊哦哦，不用了，不用了，这个啊，谢谢。,3,D7ph51902211830215191313395,3910,0,0,A,,1550745067367,(null),(null),11,-1,0,[B@2f1ec923,2/21/19 18:31,2/21/19 18:31,20190221,
20190221,iI39219022118462635813146141550746013933,TA1,-1,是啊,7,2,是啊。,1,iI3921902211846263581314614,3910,0,0,A,,1550746013933,(null),(null),11,-1,0,[B@d50e93c,2/21/19 18:46,2/21/19 18:46,20190221,
20190221,Js35219022114082327513125251550729331898,TA3,-1,不用,4,14,哦，今天不用啦，我昨天看一下而已。,3,Js3521902211408232751312525,3910,0,0,A,,1550729331898,(null),(null),10,-1,0,[B@41dc9aea,2/21/19 14:08,2/21/19 14:08,20190221,
20190221,EV1Im19022114172664513127411550729885525,,-1,,-1,12,那是打死你干什么，要加油吗？。,5,EV1Im1902211417266451312741,3910,0,0,A,,1550729885525,(null),(null),10,-1,0,[B@3f1472e3,2/21/19 14:18,2/21/19 14:18,20190221,
20190221,tpg0919022114520693513135191550731965355,,-1,,-1,-1,。,5,tpg091902211452069351313519,3910,0,0,A,,1550731965355,,,10,-1,0,[B@5fc6ea07,2/21/19 14:52,2/21/19 14:52,20190221,
20190221,m719e19022115361621213144961550734607394,TA4,-1,"不.{0,4}方便",5,32,啊，我现在还不方便，我在坐车，我在上班，我晚上的话，或者什么时候打电话好吧。,4,m719e1902211536162121314496,3910,0,0,A,,1550734607394,(null),(null),10,-1,0,[B@6a1541c1,2/21/19 15:36,2/21/19 15:36,20190221,
20190221,0D50M19022119064080713109581550747244883,,-1,,-1,12,啥时候带班是个资料，啥子了？。,5,0D50M1902211906408071310958,3910,0,0,A,,1550747244883,(null),(null),10,-1,0,[B@58a04182,2/21/19 19:07,2/21/19 19:07,20190221,
20190221,688wt19022114244430813129201550730330899,,-1,,-1,6,四天有介绍吗？。,5,688wt1902211424443081312920,3910,0,0,A,,1550730330899,(null),(null),9,-1,0,[B@1d6379f3,2/21/19 14:25,2/21/19 14:25,20190221,
20190221,bM5z819022114253337213128911550730384396,TA2,-1,"你.{0,4}搞错",3,18,哦，你搞错了，可能是上面写我忘记，搞得嘞，哈。,2,bM5z81902211425333721312891,3910,0,0,A,,1550730384396,(null),(null),9,-1,0,[B@1a047e20,2/21/19 14:26,2/21/19 14:26,20190221,
20190221,X922219022114491901113134371550731793222,TF1,-1,"\b.{0,1}对",7,1,对。,1,X92221902211449190111313437,3910,0,0,F,,1550731793222,(null),(null),9,-1,0,[B@233bd8fb,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,wog6U19022114532738413135091550732045399,,-1,,-1,14,嗯，你再说表明一下你的身份证的。,6,wog6U1902211453273841313509,3910,0,0,A,,1550732045399,(null),(null),9,-1,0,[B@5dd828df,2/21/19 14:54,2/21/19 14:54,20190221,
20190221,9Sniq19022114594340813136761550732438352,TF1,-1,是啊,7,2,是啊。,1,9Sniq1902211459434081313676,3910,0,0,F,,1550732438352,(null),(null),9,-1,0,[B@76eca7c8,2/21/19 15:00,2/21/19 15:00,20190221,
20190221,Cm75119022115133671013139541550733245272,TA2,-1,手机号注册,3,25,哎，我现在经常说的是呢，就是你老大，我的手机号注册这玩呢。,3,Cm7511902211513367101313954,3910,0,0,A,,1550733245272,(null),(null),9,-1,0,[B@2602ea4a,2/21/19 15:14,2/21/19 15:14,20190221,
20190221,qD05219022115150725313140341550733357406,TA1,-1,"\b.{0,1}对",7,1,对。,1,qD0521902211515072531314034,3910,0,0,A,,1550733357406,(null),(null),9,-1,0,[B@320f2516,2/21/19 15:15,2/21/19 15:15,20190221,
20190221,V6Z0j19022115564525213150041550735837542,TA2,-1,\b没有\b,3,2,没有。,2,V6Z0j1902211556452521315004,3910,0,0,A,,1550735837542,(null),(null),9,-1,0,[B@f290f7a,2/21/19 15:57,2/21/19 15:57,20190221,
20190221,922O919022116154930913119161550736993935,TF1,-1,\b嗯\b,1,1,嗯,1,922O91902211615493091311916,3910,0,0,F,,1550736993935,(null),(null),9,-1,0,[B@ab5ec4a,2/21/19 16:16,2/21/19 16:16,20190221,
20190221,1247619022118340000000000000000000000000,TA1,-1,\b嗯\b,1,1,嗯。,1,124761902211834000000000000,3910,0,0,A,,1550745285364,(null),(null),9,-1,0,[B@426cb25,2/21/19 18:34,2/21/19 18:34,20190221,
20190221,Rzg3t19022119045047813070401550747135387,,-1,,-1,2,明白。,5,Rzg3t1902211904504781307040,3910,0,0,F,,1550747135387,(null),(null),9,-1,0,[B@1192bc69,2/21/19 19:05,2/21/19 19:05,20190221,
20190221,81hK919022114212063213128681550730132135,TF2,-1,不是不是,3,5,不是不是啊。,2,81hK91902211421206321312868,3910,0,0,F,,1550730132135,(null),(null),8,-1,0,[B@21cc5d52,2/21/19 14:22,2/21/19 14:22,20190221,
20190221,4094P19022114385809113132221550731178052,TA1,-1,对啊,7,2,对啊。,1,4094P1902211438580911313222,3910,0,0,A,,1550731178052,(null),(null),8,-1,0,[B@12fd050e,2/21/19 14:39,2/21/19 14:39,20190221,
20190221,o4N9Z19022114455256213133481550731606415,,-1,,-1,2,你按。,5,o4N9Z1902211445525621313348,3910,0,0,F,,1550731606415,(null),(null),8,-1,0,[B@776cbf8b,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,X3s2k19022114122832813126261550729584705,TA1,-1,嗯是,7,5,嗯，是的是的。,1,X3s2k1902211412283281312626,3910,0,0,A,,1550729584705,(null),(null),7,-1,0,[B@2ae63e12,2/21/19 14:13,2/21/19 14:13,20190221,
20190221,r7i6719022114170457813127491550729855390,,-1,,-1,6,啥子网站空间？。,5,r7i671902211417045781312749,3910,0,0,A,,1550729855390,网站,Tkd7,7,-1,0,[B@1f2e8941,2/21/19 14:17,2/21/19 14:17,20190221,
20190221,008zl19022114293276813130031550730622399,TF1,-1,嗯对,7,3,嗯对啊。,1,008zl1902211429327681313003,3910,0,0,F,,1550730622399,(null),(null),7,-1,0,[B@12107546,2/21/19 14:30,2/21/19 14:30,20190221,
20190221,GkJ6419022114302265113130051550730659394,,-1,,-1,1,喂。,5,GkJ641902211430226511313005,3910,0,0,A,,1550730659394,(null),(null),7,-1,0,[B@4da086ad,2/21/19 14:30,2/21/19 14:30,20190221,
20190221,3Y57E19022114332706213131171550730847420,,-1,,-1,8,你那个名字是谁呀？。,6,3Y57E1902211433270621313117,3910,0,0,A,,1550730847420,(null),(null),7,-1,0,[B@e68b8eb,2/21/19 14:34,2/21/19 14:34,20190221,
20190221,3C94e19022114414063813132731550731350519,TF2,-1,"没有.{0,1}没有",3,14,没有没有没有没有没有没有没有。,2,3C94e1902211441406381313273,3910,0,0,F,,1550731350519,(null),(null),7,-1,0,[B@2683a5c8,2/21/19 14:42,2/21/19 14:42,20190221,
20190221,Xx65519022114453028813133341550731564851,TA4,-1,等一下,5,19,啊，对你等一下，再打吧，我现在有点事了，我在忙。,4,Xx6551902211445302881313334,3910,0,0,A,,1550731564851,(null),(null),7,-1,0,[B@5e5a2709,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,X922219022114491901113134371550731787927,,-1,,-1,2,好的。,5,X92221902211449190111313437,3910,0,0,A,,1550731787927,(null),(null),7,-1,0,[B@55a6f837,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,cnU5h19022115125927413139691550733212242,TA2,-1,"我.{0,6}没.{0,4}注册",3,25,哦，不，是不知道你帮我删了吧，我们没有注册的，没注册成功的。,3,cnU5h1902211512592741313969,3910,0,0,A,,1550733212242,(null),(null),7,-1,0,[B@4b32e8ac,2/21/19 15:13,2/21/19 15:13,20190221,
20190221,GUbP919022115305404913144161550734295728,TA2,-1,不是啊,3,3,不是啊。,2,GUbP91902211530540491314416,3910,0,0,A,,1550734295728,(null),(null),7,-1,0,[B@666c962a,2/21/19 15:31,2/21/19 15:31,20190221,
20190221,18WA219022115444297513147591550735127898,,-1,,-1,8,你有困难网站是吧？。,6,18WA21902211544429751314759,3910,0,0,A,,1550735127898,网站,Tkd7,7,-1,0,[B@57fbbc7d,2/21/19 15:45,2/21/19 15:45,20190221,
20190221,R069019022116410386413130981550738497959,TF1,-1,是啊,7,2,是啊。,1,R06901902211641038641313098,3910,0,0,F,,1550738497959,(null),(null),7,-1,0,[B@523e0387,2/21/19 16:41,2/21/19 16:41,20190221,
20190221,18NWj19022117182056113149861550740733822,,-1,,-1,1,哎。,5,18NWj1902211718205611314986,3910,0,0,F,,1550740733822,(null),(null),7,-1,0,[B@55d9c271,2/21/19 17:18,2/21/19 17:18,20190221,
20190221,b7Urk19022117291849913117981550741385897,TA1,-1,啊对,7,2,啊对。,1,b7Urk1902211729184991311798,3910,0,0,A,,1550741385897,(null),(null),7,-1,0,[B@6342a24,2/21/19 17:29,2/21/19 17:29,20190221,
20190221,7A3j019022118484184213148121550746145412,,-1,,-1,5,呃，什么网啊。,6,7A3j01902211848418421314812,3910,0,0,A,,1550746145412,什么网,Tkd1,7,-1,0,[B@68cdba29,2/21/19 18:49,2/21/19 18:49,20190221,
20190221,90x3U19022119331250513105811550748831969,TA1,-1,怎么回事,7,5,怎么回事啊。,1,90x3U1902211933125051310581,3910,0,0,A,,1550748831969,(null),(null),7,-1,0,[B@21efad29,2/21/19 19:33,2/21/19 19:33,20190221,
20190221,g935J19022114010796613123901550728898020,,-1,,-1,11,是昨天晚上跟踪，请问一下。,5,g935J1902211401079661312390,3910,0,0,F,,1550728898020,(null),(null),6,-1,0,[B@3ffc1beb,2/21/19 14:01,2/21/19 14:01,20190221,
20190221,H6c9919022114013622913124021550728927317,TA4,-1,现在没有空,2,13,我我我现在有几个现在没有空。,4,H6c991902211401362291312402,3910,0,0,A,,1550728927317,(null),(null),6,-1,0,[B@621a87fc,2/21/19 14:02,2/21/19 14:02,20190221,
20190221,3BC4119022114041951513124811550729093408,TF1,-1,对啊,7,2,对啊。,1,3BC411902211404195151312481,3910,0,0,F,,1550729093408,(null),(null),6,-1,0,[B@6696858e,2/21/19 14:04,2/21/19 14:04,20190221,
20190221,Y29Pr19022114042719813124641550729093979,,-1,,-1,7,什么什么东西啊？。,6,Y29Pr1902211404271981312464,3910,0,0,A,,1550729093979,什么东西,Tkd1,6,-1,0,[B@135e71b1,2/21/19 14:04,2/21/19 14:04,20190221,
20190221,mL5J719022114051648813124991550729154155,TA3,-1,发错,7,9,什么东西发错了，没有？。,3,mL5J71902211405164881312499,3910,0,0,A,,1550729154155,什么东西,Tkd1,6,-1,0,[B@750ce7cf,2/21/19 14:05,2/21/19 14:05,20190221,
20190221,0APa519022114073571813125261550729279402,TA1,-1,是啊,7,2,是啊。,1,0APa51902211407357181312526,3910,0,0,A,,1550729279402,(null),(null),6,-1,0,[B@ff8ca86,2/21/19 14:07,2/21/19 14:07,20190221,
20190221,OXU7c19022114101236113125851550729447944,TA1,-1,啊是,7,3,啊是啊。,1,OXU7c1902211410123611312585,3910,0,0,A,,1550729447944,(null),(null),6,-1,0,[B@4d54850c,2/21/19 14:10,2/21/19 14:10,20190221,
20190221,M755h19022114243388313129031550730312262,TA1,-1,\b嗯嗯\b,1,2,嗯嗯。,1,M755h1902211424338831312903,3910,0,0,A,,1550730312262,(null),(null),6,-1,0,[B@44739d23,2/21/19 14:25,2/21/19 14:25,20190221,
20190221,688wt19022114244430813129201550730336401,TF1,-1,"\b对.{0,1}对\b",7,3,对对对。,1,688wt1902211424443081312920,3910,0,0,F,,1550730336401,(null),(null),6,-1,0,[B@3a71b6f0,2/21/19 14:25,2/21/19 14:25,20190221,
20190221,2oh4Y19022114282751613130111550730535725,,-1,,-1,3,什么网。,6,2oh4Y1902211428275161313011,3910,0,0,A,,1550730535725,什么网,Tkd1,6,-1,0,[B@388d8234,2/21/19 14:28,2/21/19 14:28,20190221,
20190221,0L9X019022115115979613139681550733160454,TF3,-1,不用,4,6,不用了，谢谢啊。,3,0L9X01902211511597961313968,3910,0,0,F,,1550733160454,(null),(null),6,-1,0,[B@fa672f,2/21/19 15:12,2/21/19 15:12,20190221,
20190221,h3r6F19022115212392613141881550733714618,,-1,,-1,5,哦，知道了啊。,5,h3r6F1902211521239261314188,3910,0,0,A,,1550733714618,(null),(null),6,-1,0,[B@3c445842,2/21/19 15:21,2/21/19 15:21,20190221,
20190221,XE9oi19022115254695113143061550733976848,TF3,-1,"\b.{0,1}没有.{0,1}\b",8,4,啊，没有了。,2,XE9oi1902211525469511314306,3910,0,0,F,,1550733976848,(null),(null),6,-1,0,[B@2ac8bc31,2/21/19 15:26,2/21/19 15:26,20190221,
20190221,TT33q19022115285428913143381550734171407,TA1,-1,"是.{0,1}我.{0,1}弟",6,20,哦哦哦，那个可是我弟弟的那么错了啊，不好意思。,1,TT33q1902211528542891314338,3910,0,0,A,,1550734171407,(null),(null),6,-1,0,[B@4bd674,2/21/19 15:29,2/21/19 15:29,20190221,
20190221,7eOH319022115325119213144371550734413943,,-1,,-1,1,啊。,5,7eOH31902211532511921314437,3910,0,0,A,,1550734413943,(null),(null),6,-1,0,[B@26452b68,2/21/19 15:33,2/21/19 15:33,20190221,
20190221,2h8B319022116331857713127451550738045459,TF1,-1,单身,7,3,单身啊。,1,2h8B31902211633185771312745,3910,0,0,F,,1550738045459,(null),(null),6,-1,0,[B@2fc222e2,2/21/19 16:34,2/21/19 16:34,20190221,
20190221,489719022116492000000000000000000000000,TA4,-1,没时间,5,7,哦，现在没时间咯。,4,48971902211649200000000000,3910,0,0,A,,1550739037893,(null),(null),6,-1,0,[B@3e28c499,2/21/19 16:50,2/21/19 16:50,20190221,
20190221,193t619022117062007813143401550740017905,,-1,,-1,-1,。,5,193t61902211706200781314340,3910,0,0,A,,1550740017905,,,6,-1,0,[B@3f251651,2/21/19 17:06,2/21/19 17:06,20190221,
20190221,6B1kz19022117321974813150281550741553207,TF3,-1,不用,4,3,不用了,3,6B1kz1902211732197481315028,3120001,0,0,F,,1550741553207,(null),(null),6,-1,0,[B@43df479b,2/21/19 17:32,2/21/19 17:32,20190221,
20190221,78K0419022117432506213125351550742258296,TA4,-1,"稍微晚.{0,1}点",5,8,哦，好那稍微晚点儿。,4,78K041902211743250621312535,3910,0,0,A,,1550742258296,(null),(null),6,-1,0,[B@7afec141,2/21/19 17:44,2/21/19 17:44,20190221,
20190221,yI38819022117435193413125971550742281535,,-1,,-1,5,你搬走了呢。,5,yI3881902211743519341312597,3910,0,0,F,,1550742281535,(null),(null),6,-1,0,[B@20e29be5,2/21/19 17:44,2/21/19 17:44,20190221,
20190221,L0m1h19022119014917913060081550746940423,,-1,,-1,10,嗯，我好像没有投简历吧。,5,L0m1h1902211901491791306008,3910,0,0,A,,1550746940423,(null),(null),6,-1,0,[B@2d2b45c6,2/21/19 19:02,2/21/19 19:02,20190221,
20190221,Rzg3t19022119045047813070401550747123261,,-1,,-1,7,我看他是什么网。,6,Rzg3t1902211904504781307040,3910,0,0,F,,1550747123261,什么网,Tkd1,6,-1,0,[B@3ac250b0,2/21/19 19:05,2/21/19 19:05,20190221,
